CIK,CompanyName,FiscalYearEnd,COVID-19,SupplyChain,Furlough,Benefit Cut,InternationalSupplyChain,ComboParagraph
0001166388,Verint Systems Inc,"January 31, 2021",1,0,0,0,0,1
0001167419,"RIOT BLOCKCHAIN, INC.","December 31, 2020",1,1,0,0,1,1
0001168054,CIMAREX ENERGY CO,"December 31, 2020",1,1,0,0,1,1
0001168455,Plumas Bancorp,"December 31, 2020",1,1,0,0,1,1
0001169245,"PhaseBio Pharmaceuticals, Inc.","December 31, 2020",1,0,1,0,0,1
0001169445,"COMPUTER PROGRAMS AND SYSTEMS, INC","December 31, 2020",1,0,1,0,0,1
0001169561,COMMVAULT SYSTEMS INC,"March 31, 2020",1,1,0,0,0,1
0001169652,CHANNELADVISOR CORPORATION,"December 31, 2020",1,1,0,0,1,1
0001169770,"BANC OF CALIFORNIA, INC.","December 31, 2020",1,0,0,0,0,1
0001169987,NONE,NONE,1,1,1,0,0,1
0001169988,"BOINGO WIRELESS, INC.","December 31, 2020",1,0,0,0,0,1
0001170010,"CARMAX, INC.","February 29, 2020",1,1,1,0,0,1
0001171155,"RADIANT LOGISTICS, INC.","June 30, 2020",1,1,1,0,1,1
0001171486,NATURAL RESOURCE PARTNERS LP,"December 31, 2020",1,1,0,0,1,1
0001171662,TRIPLE-S MANAGEMENT CORPORATION,"December 31, 2020",1,0,0,0,0,0
0001171759,"RED ROBIN GOURMET BURGERS, INC.","December 27, 2020",1,1,1,0,0,1
0001171825,CIT GROUP INC.,"December 31, 2020",1,1,0,0,1,1
0001172052,"SAFETY INSURANCE GROUP, INC.","December 31, 2020",1,0,0,0,0,1
0001172222,HAWAIIAN HOLDINGS INC,"December 31, 2020",1,0,1,0,0,1
0001172358,"Dorchester Minerals, L.P.","December 31, 2020",1,0,0,0,0,1
0001172631,NONE,NONE,1,1,1,0,1,1
0001173204,NONE,NONE,1,0,0,0,0,1
0001173281,NONE,NONE,1,0,0,0,0,1
0001173420,NOVAGOLD RESOURCES INC ,"November 30, 2020",1,0,0,0,0,1
0001173489,CEVA INC,"December 31, 2020",1,1,0,0,1,1
0001173514,"HYSTER-YALE MATERIALS HANDLING, INC.","December 31, 2020",1,1,1,0,1,1
0001174850,"NICOLET BANKSHARES, INC","December 31, 2020",1,0,0,0,0,1
0001174922,"WYNN RESORTS, LIMITED","December 31, 2020",1,1,0,0,0,1
0001175151,CYTOSORBENTS CORPORATION,"December 31, 2020",1,0,1,0,0,1
0001175454,"FLEETCOR Technologies, Inc.","December 31, 2020",1,0,1,0,0,1
0001175483,Drive Shack Inc.,"December 31, 2020",1,1,1,0,0,1
0001175505,"Five Prime Therapeutics, Inc.","December 31, 2020",1,1,0,0,0,1
0001175535,WHITESTONE REIT,"December 31, 2020",1,1,0,0,0,1
0001176309,NONE,NONE,1,0,0,0,0,1
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,"December 31, 2020",1,0,0,0,0,1
0001176948,ARES MANAGEMENT CORPORATION,"December 31, 2020",1,1,0,0,1,1
0001177609,"Five Below, Inc.","January 30, 2021",1,1,1,0,1,1
0001177648,"ENANTA PHARMACEUTICALS, INC","September 30, 2020",1,1,0,0,1,1
0001177702,"Saia, Inc.","DECEMBER 31, 2020",1,1,0,0,1,1
0001178253,"SCYNEXIS, Inc.","December 31, 2020",1,1,0,0,1,1
0001178697,NONE,NONE,1,1,0,0,1,1
0001178711,"PARATEK PHARMACEUTICALS, INC.","December 31, 2020",1,1,0,0,1,1
0001178879,"Amicus Therapeutics, Inc.","December 31, 2020",1,1,0,0,1,1
0001178970,"PROVIDENT FINANCIAL SERVICES, INC.","December 31, 2020",1,1,0,0,0,1
0001179929,"MOLINA HEALTHCARE, INC.","DECEMBER 31, 2020",1,0,0,0,0,0
0001180145,"CARDIOVASCULAR SYSTEMS, INC.","June 30, 2020",1,1,0,0,1,1
0001180262,HERBALIFE NUTRITION LTD.,"December 31, 2020",0,0,0,0,0,0
0001183765,"MOLECULAR TEMPLATES, INC.","December 31, 2020",1,1,1,0,1,1
0001185348,"PRA Group, Inc.","December 31, 2020",1,0,0,0,0,1
0001192448,GLAUKOS Corp,"December 31, 2020",1,1,0,0,0,1
0001195734,Potbelly Corporation,"December 27, 2020",1,1,1,0,0,1
0001196298,NONE,NONE,1,1,0,0,0,1
0001196501,HMS HOLDINGS CORP,"December 31, 2020",1,0,0,0,0,1
0001200375,"Codexis, Inc.",12/31/2020,1,1,1,0,0,1
0001201792,"American Public Education, Inc.","December 31, 2020",1,0,0,0,0,1
0001205922,NONE,NONE,1,1,1,0,0,1
0001206264,"TEMPUR SEALY INTERNATIONAL, INC.","December 31, 2020",1,1,1,0,1,1
0001207074,VIRTUSA CORPORATION,"March 31, 2020",1,1,0,0,0,1
0001209028,ARLINGTON ASSET INVESTMENT CORP.,"December 31, 2020",1,0,0,0,0,1
0001210708,"HUDSON GLOBAL, INC.","December 31, 2020",1,0,0,0,0,1
0001211351,NONE,NONE,1,1,1,0,1,1
0001211583,NONE,NONE,1,1,0,0,1,1
0001211805,NONE,NONE,1,1,0,0,0,1
0001212458,"PROOFPOINT, INC.","December 31, 2020",1,0,1,0,0,1
0001212545,WESTERN ALLIANCE BANCORPORATION,"December 31, 2020",1,1,0,0,1,1
0001213037,"CARDIFF ONCOLOGY, INC.","December 31, 2020",1,1,0,0,1,1
0001213809,DYADIC INTERNATIONAL INC,"December 31, 2020",1,1,0,0,0,1
0001214816,AXIS CAPITAL HOLDINGS LTD,"December 31, 2020",1,1,0,0,1,1
0001217234,"CAREDX, INC.","December 31, 2020",1,1,0,0,1,1
0001219601,"CROWN HOLDINGS, INC.","December 31, 2020",1,1,0,0,1,1
0001220754,ModivCare Inc.,"December 31, 2020",1,0,1,0,0,1
0001223389,"CONN’S, INC.","January 31, 2021",1,1,1,0,0,1
0001224133,"Marchex, Inc.","December 31, 2020",1,0,0,0,0,1
0001224608,"CNO Financial Group, Inc.","December 31, 2020",1,0,0,0,0,1
0001226616,"MEDICINOVA, INC.","December 31, 2020",1,1,0,0,1,1
0001227025,NeoPhotonics Corp,"December 31, 2020",0,1,0,0,1,1
0001227500,EQUITY BANCSHARES INC,"December 31, 2020",1,1,0,0,0,1
0001227636,"NEURONETICS, INC.","December 31, 2020",1,1,0,0,1,1
0001228454,"BCB BANCORP, INC.","December 31, 2020",1,0,0,0,0,1
0001228627,NONE,NONE,0,0,0,0,0,1
0001230245,PIPER SANDLER COMPANIES,"December 31, 2020",1,1,0,0,1,1
0001232524,Jazz Pharmaceuticals plc,"December 31, 2020",1,1,0,0,1,1
0001232582,"ASHFORD HOSPITALITY TRUST, INC.","December 31, 2020",1,0,0,0,0,1
0001235468,"LIQUIDITY SERVICES, INC","September 30, 2020",1,1,1,0,1,1
0001236275,NONE,NONE,1,0,0,0,0,1
0001236997,NONE,NONE,1,0,0,0,0,1
0001237831,"GLOBUS MEDICAL, INC.",December 31,1,1,0,0,1,1
0001239819,LUNA INNOVATIONS INC,"DECEMBER 31, 2020",1,1,0,0,1,1
0001251769,"APOLLO ENDOSURGERY, INC.","December 31, 2020",1,1,1,0,0,1
0001252849,"COLUMBIA PROPERTY TRUST, INC.","December 31, 2020",1,1,0,0,1,1
0001253176,"Vapotherm, Inc","December 31, 2020",1,1,1,0,1,1
0001253689,"GlycoMimetics, Inc.","December 31, 2020",1,1,0,0,0,1
0001253986,"Arbor Realty Trust, Inc.","December 31, 2020",1,1,0,0,1,1
0001255474,WHITING PETROLEUM CORP,"December 31, 2020",1,1,0,0,0,1
0001257640,"KRONOS WORLDWIDE, INC.","December 31, 2020",1,1,0,0,1,1
0001259429,NONE,NONE,1,1,0,0,1,1
0001260221,TransDigm Group Incorporated,"September 30, 2020",1,1,1,0,1,1
0001260968,MARLIN BUSINESS SERVICES CORP.,"December 31, 2020",0,0,0,0,0,0
0001260990,"Oncternal Therapeutics, Inc.","December 31, 2020",1,1,1,0,1,1
0001261249,NONE,NONE,1,1,0,0,0,1
0001261333,"DOCUSIGN, INC.","January 31, 2021",1,0,0,0,0,1
0001261654,"UNIVERSAL TECHNICAL INSTITUTE, INC.","September 30, 2020",1,0,0,0,0,1
0001262039,"FORTINET, INC.","December 31, 2020",1,1,0,0,1,1
0001262104,NONE,NONE,1,1,1,0,1,1
0001262823,Westlake Chemical Corporation,"December 31, 2020",1,0,0,0,0,1
0001262976,Cimpress plc,"June 30, 2020",1,1,0,0,1,1
0001263762,"SELECT BANCORP, INC.","December 31, 2020",1,0,0,0,0,1
0001265131,Hilltop Holdings Inc.,"December 31, 2020",1,0,1,0,0,1
0001266806,NONE,NONE,1,1,0,0,1,1
0001267238,"Assurant, Inc.","December 31, 2020",1,1,0,0,0,1
0001267565,"Collegium Pharmaceutical, Inc","December 31, 2020",1,1,0,0,1,1
0001267602,"Alimera Sciences, Inc.","December 31, 2020",1,1,0,0,1,1
0001267813,"Marinus Pharmaceuticals, Inc.","December 31, 2020",1,1,0,0,1,1
0001269026,NONE,NONE,1,0,0,0,0,1
0001270073,"Intercept Pharmaceuticals, Inc.","December 31, 2020",1,1,0,0,1,1
0001270436,NONE,NONE,1,0,0,0,0,1
0001271214,"INTERSECT ENT, INC.","December 31, 2020",1,1,1,0,0,1
0001272830,VONAGE HOLDINGS CORP,12/31/2020,1,0,0,0,0,1
0001272842,"AIRGAIN, INC.","December 31, 2020",0,0,0,0,0,0
0001273441,GRAN TIERRA ENERGY INC.,"December 31, 2020",1,0,0,0,0,1
0001273636,NONE,NONE,1,0,0,0,0,1
0001273685,"NEW YORK MORTGAGE TRUST, INC.","December 31, 2020",1,1,0,0,1,1
0001273813,ASSURED GUARANTY LTD,"December 31, 2020",1,0,0,0,0,1
0001273931,"MONEYGRAM INTERNATIONAL, INC.",12/31/2020,1,0,0,0,0,1
0001274173,JANUS HENDERSON GROUP PLC,"December 31, 2020",1,1,0,0,1,1
0001274494,"First Solar, Inc.","December 31, 2020",1,1,0,0,1,1
0001274737,EXAGEN INC.,"December 31, 2020",1,1,0,0,0,1
0001275014,"Ultra Clean Holdings, Inc.","December 25, 2020",1,1,0,0,1,1
0001275101,NONE,NONE,1,0,0,0,0,1
0001275158,NOODLES & COMPANY,"December 29, 2020",1,1,1,0,0,1
0001275187,"AngioDynamics, Inc.","May 31, 2020",1,1,0,0,1,1
0001275229,NONE,NONE,1,0,0,0,0,1
0001276187,ENERGY TRANSFER LP,"December 31, 2020",1,1,0,0,0,1
0001276520,"GENWORTH FINANCIAL, INC.","December 31, 2020",0,0,0,0,0,0
0001277902,MVB Financial Corp.,"December 31, 2020",1,1,0,0,0,1
0001278021,MARKETAXESS HOLDINGS INC.,"December 31, 2020",1,0,0,0,0,1
0001278027,"B&G FOODS, INC.","January 2, 2021",1,1,0,0,1,1
0001278752,NONE,NONE,1,1,1,0,1,1
0001279704,NONE,NONE,1,0,0,0,0,1
0001280058,"Blackbaud, Inc.","December 31, 2020",1,1,0,0,1,1
0001280263,"AMBARELLA, INC.","January 31, 2021",1,1,0,0,1,1
0001280452,MONOLITHIC POWER SYSTEMS INC,"December 31, 2020",1,1,0,0,1,1
0001280600,ACCELERON PHARMA INC.,"December 31, 2020",1,1,0,0,1,1
0001280776,"Immunic, Inc.","December 31, 2020",1,0,0,0,0,1
0001280784,NONE,NONE,1,1,0,0,1,1
0001281761,REGIONS FINANCIAL CORPORATION,"December 31, 2020",1,1,0,0,0,1
0001281895,"Rocket Pharmaceuticals, Inc.","December 31, 2020",0,0,0,0,0,0
0001282266,"Windstream Holdings, Inc.","December 31, 2019",1,1,0,0,1,1
0001282631,NONE,NONE,1,1,0,0,0,1
0001282637,NEWMARKET CORPORATION,"December 31, 2020",1,1,0,0,1,1
0001282648,NONE,NONE,1,0,0,0,0,1
0001282977,GREENHILL & CO INC,12/31/2020,1,0,0,0,0,1
0001283140,HOLLY ENERGY PARTNERS LP,"December 31, 2020",1,1,0,0,0,1
0001283630,"AMERICAN CAMPUS COMMUNITIES, INC.","December 31, 2020",1,0,1,0,0,1
0001283699,"T-MOBILE US, INC.","December 31, 2020",1,1,0,0,0,1
0001284812,"COHEN & STEERS, INC.","December 31, 2020",1,0,0,0,0,1
0001285550,NONE,NONE,1,1,0,0,0,1
0001285785,Mosaic Co,"December 31, 2020",1,1,0,0,1,1
0001285819,OMEROS CORPORATION,"December 31, 2020",1,1,0,0,0,1
0001286043,Kite Realty Group Trust,"December 31, 2020",1,0,0,0,0,1
0001286225,"RealPage, Inc","December 31, 2020",1,1,0,0,0,1
0001286613,NONE,NONE,1,0,0,0,0,1
0001286681,DOMINOS PIZZA INC,"January 3, 2021",0,0,0,0,0,0
0001287032,NONE,NONE,0,1,1,0,1,1
0001287213,"DOUGLAS DYNAMICS, INC.","December 31, 2020",1,1,0,0,0,1
0001287750,NONE,NONE,1,1,0,0,1,1
0001287808,"HILL INTERNATIONAL, INC.","December 31, 2020",1,1,0,0,0,1
0001287865,"Medical Properties Trust, Inc","December 31, 2020",1,1,0,0,1,1
0001288359,NONE,NONE,1,1,0,0,1,1
0001288403,W&T OFFSHORE INC,"December 31, 2020",1,0,0,0,0,1
0001288469,"MaxLinear, Inc.","December 31, 2020",1,1,0,0,1,1
0001288847,"Five9, Inc.","December 31, 2020",1,1,0,0,0,1
0001288855,NONE,NONE,1,1,0,0,1,1
0001289308,ENERSYS,"March 31, 2020",1,1,0,0,1,1
0001289419,"MORNINGSTAR, INC.","December 31, 2020",1,1,0,0,0,1
0001289460,"Texas Roadhouse, Inc.","December 29, 2020",1,1,0,0,0,1
0001289490,EXTRA SPACE STORAGE INC.,"December 31, 2020",1,0,0,0,0,1
0001289636,"PROFIRE ENERGY, INC.","December 31, 2020",1,1,0,0,1,1
0001289790,MACQUARIE INFRASTRUCTURE CORPORATION,"December 31, 2020",1,1,1,0,1,1
0001289848,HURON CONSULTING GROUP I,"December 31, 2020",1,0,0,0,0,1
0001289850,"NEUROMETRIX, INC.","December 31, 2020",1,1,0,0,0,1
0001289945,"SPOK HOLDINGS, INC","December 31, 2020",1,0,1,0,0,1
0001290149,NONE,NONE,1,1,1,0,1,1
0001290476,NONE,NONE,1,0,0,0,0,1
0001290677,"TURNING POINT BRANDS, INC.","December 31, 2020",0,0,0,0,0,1
0001290900,"COMMERCIAL VEHICLE GROUP, INC.","December 31, 2020",1,1,1,0,1,1
0001292519,NONE,NONE,1,1,0,0,0,1
0001293282,"TECHTARGET, INC.","December 31, 2020",1,0,0,0,0,1
0001293818,NONE,NONE,1,1,0,0,1,1
0001293971,"bluebird bio, Inc.","December 31, 2020",1,1,0,0,1,1
0001294133,"INOGEN, INC.","December 31, 2020",1,1,0,0,0,1
0001295401,"The Bancorp, Inc.",December 31,1,0,0,0,0,1
0001295810,"Sunstone Hotel Investors, Inc.","December 31, 2020",1,0,1,0,0,1
0001295947,PRESTIGE CONSUMER HEALTHCARE INC.,"March 31, 2020",1,1,0,0,1,1
0001296435,Neenah Inc,"December 31, 2020",1,1,1,0,1,1
0001296445,"ORMAT TECHNOLOGIES, INC.","December 31, 2020",1,1,1,0,1,1
0001297184,"Amphastar Pharmaceuticals, Inc.","December 31, 2020",1,1,0,0,0,1
0001297989,"EXLSERVICE HOLDINGS, INC.","DECEMBER 31, 2020",1,1,0,0,0,1
0001297996,"DIGITAL REALTY TRUST, INC.",2020-12-31,1,1,0,0,1,1
0001298675,CUBESMART,2020-12-31,1,0,0,0,0,1
0001298946,DIAMONDROCK HOSPITALITY CO,"December 31, 2020",1,0,0,0,0,1
0001299130,"Pacific Biosciences of California, Inc.",December 31,1,0,0,0,0,1
0001299709,"AXOS FINANCIAL, INC.","June 30, 2020",1,0,0,0,0,1
0001299969,"Comstock Holding Companies, Inc.","Dec 31, 2020",1,1,0,0,1,1
0001300514,LAS VEGAS SANDS CORP.,"December 31, 2020",1,1,1,0,1,1
0001300699,"ATHENEX, INC.","December 31, 2020",1,1,1,0,1,1
0001300734,NONE,NONE,1,0,0,0,0,1
0001301236,SOTHERLY HOTELS INC.,"December 31, 2020",1,1,0,0,1,1
0001301787,BlueLinx Holdings Inc.,"January 2, 2021",1,1,0,0,0,1
0001302028,"MANITEX INTERNATIONAL, INC.","DECEMBER 31, 2020",1,1,0,0,1,1
0001302215,"Houlihan Lokey, Inc.","March 31, 2020",1,0,0,0,0,1
0001302350,NONE,NONE,1,1,0,0,1,1
0001303313,"LHC GROUP, INC.","December 31, 2020",1,1,0,0,0,1
0001303942,BankFinancial CORP,"December 31, 2020",1,0,0,0,0,1
0001304421,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.","December 31, 2020",1,1,0,0,1,1
0001305168,"ARC DOCUMENT SOLUTIONS, INC.","December 31, 2020",1,1,0,0,1,1
0001305253,"Eiger BioPharmaceuticals, Inc.","December 31, 2020",1,1,0,0,0,1
0001305323,ZOVIO INC,"December 31, 2020",1,0,0,0,0,1
0001305773,"Conformis, Inc.","December 31, 2020",1,1,1,0,0,1
0001306830,CELANESE CORPORATION,"December 31, 2020",1,1,0,0,1,1
0001307579,LIQTECH INTERNATIONAL INC,"December 31, 2020",1,1,1,0,1,1
0001307954,Huntsman Corporation,"DECEMBER 31, 2020",1,1,0,0,1,1
0001308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.","December 31, 2020",1,1,1,0,1,1
0001308547,"DOLBY LABORATORIES, INC.","September 25, 2020",1,1,0,0,1,1
0001308606,"SPIRIT REALTY CAPITAL, INC.","December 31, 2020",0,0,0,0,0,0
0001309082,NONE,NONE,1,0,0,0,0,1
0001309108,WEX INC.,"December 31, 2020",1,1,1,0,0,1
0001309402,Green Plains Inc.,December 31,1,1,0,0,0,1
0001310114,"SERVICESOURCE INTERNATIONAL, INC.","December 31, 2020",1,0,0,0,0,1
0001311370,LAZARD LTD,"December 31, 2020",1,0,0,0,0,1
0001312109,SILVERGATE CAPITAL CORPORATION,"December 31, 2020",1,0,0,0,0,1
0001313275,BRIGHTCOVE INC,"December 31, 2020",0,0,0,0,0,0
0001314052,ANAVEX LIFE SCIENCES CORP.,"September 30, 2020",1,0,0,0,0,1
0001314102,"EyePoint Pharmaceuticals, Inc.","December 31, 2020",1,1,1,0,1,1
0001314727,"SONOS, INC.","October 3, 2020",1,1,0,0,1,1
0001314772,NONE,NONE,1,1,0,0,1,1
0001315257,KOPPERS HOLDINGS INC.,"December 31, 2020",1,1,1,0,1,1
0001315399,"PARKE BANCORP, INC.","December 31, 2020",1,0,0,0,0,1
0001316517,"KANDI
TECHNOLOGIES GROUP, INC.","December 31, 2020",1,1,0,0,1,1
0001316835,"BUILDERS FIRSTSOURCE, INC.","December 31, 2020",1,1,0,0,0,1
0001317945,"Omega
Flex, Inc.","December 31, 2020",1,1,0,0,1,1
0001318008,ZUMIEZ INC,"January 30, 2021",1,1,0,0,1,1
0001318084,"Core-Mark Holding Company, Inc.","December 31, 2020",1,1,0,0,0,1
0001318220,"WASTE CONNECTIONS, INC.","December 31, 2020",1,0,0,0,0,1
0001318484,NONE,NONE,1,1,1,0,0,1
0001318568,EVERI HOLDINGS INC.,"December 31, 2020",1,1,1,0,1,1
0001318605,"Tesla, Inc.","December 31, 2020",1,1,1,0,1,1
0001318641,NONE,NONE,1,0,0,0,0,1
0001319947,DESIGNER BRANDS INC.,"January 30, 2021",1,1,1,0,1,1
0001320414,SELECT MEDICAL HOLDINGS CORP,"December 31, 2020",1,1,1,0,0,1
0001320461,COOPER-STANDARD HOLDINGS INC.,"December 31, 2020",1,1,0,0,1,1
0001320695,"TreeHouse Foods, Inc.","December 31, 2020",1,1,0,0,1,1
0001320854,"FREIGHTCAR AMERICA, INC.",December 31,1,1,0,0,1,1
0001321646,KRATON CORP,"December 31, 2020",1,1,0,0,1,1
0001321732,"Penumbra, Inc.","December 31, 2020",1,1,0,0,1,1
0001321741,NONE,NONE,1,1,0,0,1,1
0001321834,NONE,NONE,1,0,0,0,0,1
0001322439,EAGLE BULK SHIPPING INC.,"December 31, 2020",1,1,0,0,1,1
0001322505,"Albireo Pharma, Inc.","December 31, 2020",1,1,1,0,1,1
0001323468,Global Partners LP,"December 31, 2020",1,1,0,0,0,1
0001323648,COMMUNITY BANKERS TRUST CORP,"December 31, 2020",1,0,0,0,0,1
0001323885,"AtriCure, Inc.",December 31,1,1,0,0,0,1
0001324272,"Ruth’s Hospitality Group, Inc.","DECEMBER 27, 2020",1,1,1,0,0,1
0001324404,"CF INDUSTRIES HOLDINGS, INC.","December 31, 2020",1,1,1,0,1,1
0001324424,"EXPEDIA GROUP, INC.","December 31, 2020",1,0,1,0,0,1
0001324948,"RBC
BEARINGS INCORPORATED","March 28, 2020",1,1,0,0,0,1
0001325618,IRADIMED CORP,"DECEMBER 31, 2020",1,1,0,0,1,1
0001325670,Southern National Bancorp of Virginia Inc,"December 31, 2020",1,0,0,0,0,1
0001325702,Magnachip Semiconductor Corporation,"December 31, 2020",0,0,0,0,0,0
0001325879,"AVEO PHARMACEUTICALS, INC.","December 31, 2020",1,1,1,0,0,1
0001326003,NONE,NONE,1,1,1,0,1,1
0001326089,Sundance Energy Inc.,"December 31, 2020",1,0,0,0,0,1
0001326160,DUKE ENERGY CORPORATION,"December 31, 2020",1,1,0,0,1,1
0001326190,NONE,NONE,1,1,0,0,1,1
0001326200,GENCO SHIPPING & TRADING LIMITED,"December 31, 2020",1,1,0,0,1,1
0001326205,NONE,NONE,1,1,0,0,0,1
0001326380,GameStop Corp.,"January 30, 2021",1,1,0,0,1,1
0001326706,NONE,NONE,1,0,1,0,0,1
0001326801,"Facebook, Inc.","December 31, 2020",1,1,0,0,0,1
0001327318,"TRUECAR, INC.","December 31, 2020",1,1,0,0,1,1
0001327567,"Palo Alto Networks, Inc","July 31, 2020",1,1,0,0,1,1
0001327607,First Western Financial Inc,"December 31, 2020",1,1,0,0,1,1
0001327688,NONE,NONE,1,1,0,0,1,1
0001327811,"WORKDAY, INC.","January 31, 2021",1,1,0,0,1,1
0001328143,Adamas Pharmaceuticals Inc,"December 31, 2020",1,1,0,0,0,1
0001328581,Boise Cascade Company,"December 31, 2020",1,1,0,0,0,1
0001331520,"HOME BANCSHARES, INC.","December 31, 2020",1,1,0,0,1,1
0001331875,"FIDELITY NATIONAL FINANCIAL, INC.","December 31, 2020",1,0,0,0,0,1
0001332349,BROOKDALE SENIOR LIVING INC.,"December 31, 2020",1,0,0,0,0,1
0001332551,ACRES COMMERCIAL REALTY CORP.,"December 31, 2020",1,1,0,0,1,1
0001333274,MERCER INTERNATIONAL INC.,"December 31, 2020",1,1,0,0,0,1
0001333493,"EHEALTH, INC.","December 31, 2020",1,0,0,0,0,1
0001333822,NONE,NONE,1,1,0,0,0,1
0001333835,"Casa Systems, Inc.","December 31, 2020",1,1,0,0,0,1
0001333986,"Equitable Holdings, Inc.","December 31, 2020",1,0,0,0,0,1
0001334036,"CROCS, INC.","December 31, 2020",1,1,0,0,1,1
0001334325,NONE,NONE,1,1,1,0,0,1
0001334933,NONE,NONE,1,0,0,0,0,1
0001334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.","DECEMBER 31, 2020",1,1,1,0,0,1
0001335258,"LIVE NATION ENTERTAINMENT, INC.","December 31, 2020",1,0,1,0,0,1
0001336047,"BOARDWALK PIPELINE PARTNERS, LP","December 31, 2020",1,1,0,0,1,1
0001336917,"UNDER ARMOUR, INC.","December 31, 2020",1,1,0,0,1,1
0001337013,NONE,NONE,1,1,0,0,1,1
0001337068,NONE,NONE,1,0,0,0,0,1
0001337298,FUTUREFUEL CORP.,"December 31, 2020",1,1,0,0,0,1
0001337553,"Aerie Pharmaceuticals, Inc.","December 31, 2020",1,1,1,0,1,1
0001337619,"Envestnet, Inc.","December 31, 2020",1,1,0,0,1,1
0001338065,"DCP MIDSTREAM, LP","December 31, 2020",1,0,1,0,0,1
0001338749,POTLATCHDELTIC CORPORATION,"December 31, 2020",1,1,0,0,1,1
0001339469,"Chiasma, Inc.","December 31, 2020",1,1,1,0,1,1
0001339605,"H&E EQUIPMENT SERVICES, INC.","December 31, 2020",1,1,0,0,1,1
0001339970,NONE,NONE,1,1,1,0,1,1
0001340476,NONE,NONE,1,1,0,0,0,1
0001340652,"ChemoCentryx, Inc.","December 31, 2020",1,1,1,0,1,1
0001341141,"CATCHMARK TIMBER TRUST, INC.","December 31, 2020",1,1,0,0,1,1
0001341235,"ALDEYRA THERAPEUTICS, INC.","December 31, 2020",1,1,1,0,0,1
0001341317,Bridgewater Bancshares Inc,"December 31, 2020",1,0,0,0,0,1
0001341318,NONE,NONE,1,1,1,0,1,1
0001341439,Oracle Corporation,"May 31, 2020",1,1,0,0,1,1
0001341766,NONE,NONE,1,1,0,0,0,1
0001342423,LIMONEIRA COMPANY,"OCTOBER 31, 2020",1,1,0,0,1,1
0001345016,YELP INC,"December 31, 2020",1,0,1,0,0,1
0001345126,Compass Diversified Holdings,"December 31, 2020",1,1,0,0,1,1
0001346830,"CARA THERAPEUTICS, INC.","DECEMBER 31, 2020",1,0,0,0,0,1
0001347178,VANDA PHARMACEUTICALS INC.,"December 31, 2020",1,1,0,0,1,1
0001347652,"CORENERGY INFRASTRUCTURE TRUST, INC.","December 31, 2020",1,1,0,0,1,1
0001347858,"22nd Century Group, Inc.","December 31, 2020",1,1,0,0,1,1
0001348036,"AVALARA, INC.","December 31, 2020",1,1,0,0,0,1
0001348911,NONE,NONE,1,1,0,0,0,1
0001349436,"SANDRIDGE ENERGY, INC.","December 31, 2020",1,1,0,0,1,1
0001349929,"CANCER GENETICS, INC.","December 31, 2020",1,1,0,0,0,1
0001350593,"MUELLER WATER PRODUCTS, INC.","September 30, 2020",1,1,1,0,0,1
0001350653,"ALPHATEC HOLDINGS, INC.","December 31, 2020",1,1,0,0,1,1
0001351051,"Genesis Healthcare, Inc.","December 31, 2020",1,1,0,0,0,1
0001351288,GW PHARMACEUTICALS PLC,"December 31, 2020",1,1,0,0,1,1
0001351636,"ShotSpotter, Inc.","December 31, 2020",1,1,0,0,0,1
0001352010,"EPAM SYSTEMS, INC.","December 31, 2020",1,1,0,0,0,1
0001353283,Splunk Inc.,"January 31, 2021",1,1,0,0,0,1
0001353970,NONE,NONE,1,0,0,0,0,1
0001354327,"PGT Innovations, Inc.","January 2, 2021",1,1,0,0,1,1
0001355096,"QURATE RETAIL, INC.","December 31, 2020",1,1,0,0,1,1
0001356090,"PRECIGEN, INC.","December 31, 2020",1,1,0,0,1,1
0001356093,NONE,NONE,1,0,0,0,0,1
0001356576,"SUPERNUS PHARMACEUTICALS, INC.","December 31, 2020",1,1,0,0,0,1
0001356949,"HOUSTON
WIRE & CABLE COMPANY","December 31, 2020",1,1,0,0,1,1
0001357459,NONE,NONE,1,0,0,0,0,1
0001357615,"KBR, Inc.","December 31, 2020",1,1,0,0,1,1
0001357874,NONE,NONE,1,1,0,0,1,1
0001358190,NONE,NONE,1,0,0,0,0,1
0001358356,"LIMESTONE BANCORP, INC.","December 31, 2020",1,1,0,0,1,1
0001358403,"Bellicum Pharmaceuticals, Inc.","December 31, 2020",1,1,1,0,0,1
0001358762,"Reata Pharmaceuticals, Inc.","December 31, 2020",1,1,0,0,1,1
0001359841,Hanesbrands Inc.,"January 2, 2021",1,1,1,0,1,1
0001360214,"HARROW
HEALTH, INC.","December 31, 2020",1,1,0,0,1,1
0001360604,"HEALTHCARE TRUST OF AMERICA, INC.","December 31, 2020",1,0,0,0,0,1
0001360901,EVERCORE INC.,"December 31, 2020",1,0,0,0,0,1
0001361113,"VARONIS SYSTEMS, INC.","December 31, 2020",1,0,1,0,0,1
0001361538,Primoris Services Corporation,"December 31, 2020",1,1,0,0,0,1
0001361658,Travel & Leisure Co.,"December 31, 2020",1,1,1,0,0,1
0001361937,NONE,NONE,1,1,0,0,0,1
